"","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","GarageArea","WoodDeckSF","ScreenPorch","SalePrice","homeage","MSZoningisFV","MSZoningisRL","MSZoningisRM","NeighborhoodisNoRidge","NeighborhoodisNridgHt","NeighborhoodisStoneBr","Condition1isNorm","YearRemodAddis2008","YearRemodAddis2009","RoofMatlisCompShg","RoofMatlisRoll","RoofMatlisTar&Grv","BsmtQualisFa","BsmtQualisGd","BsmtQualisTA","BsmtExposureisGd","BedroomAbvGris5","FunctionalisTyp","Fireplacesis2","GarageTypeisAttchd","GarageTypeisDetchd","GarageYrBltis1934","GarageFinishisRFn","GarageFinishisUnf","GarageCarsis3","MoSoldis5"
"744",444,0,76,1464,0,480,302,100,117772.94721753,47,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"746",575,80,487,1175,1540,831,0,0,180901.005273765,34,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"748",0,0,1240,1320,1320,864,181,0,179491.176569828,130,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"750",0,0,0,1088,441,240,92,0,66686.1735065359,65,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"751",0,0,576,792,348,0,0,0,65339.5625973322,100,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"755",439,472,115,1026,0,440,171,0,103478.468518666,41,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"762",405,0,740,1301,0,440,0,0,67298.8269814457,86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"765",437,1057,0,1494,0,481,0,216,147019.586275994,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"768",660,0,323,983,767,423,245,0,96544.8994122829,70,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"769",24,0,1836,1836,0,484,120,0,117807.140024231,6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"781",0,0,1237,1253,0,402,220,0,96944.058871483,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"783",0,0,1413,1430,0,605,0,0,124891.529270409,9,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"785",0,0,742,742,742,0,0,0,76854.7205610395,96,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"787",686,0,0,966,686,416,0,0,94116.0538966755,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"789",0,0,901,901,0,281,0,0,65676.1478108965,56,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"790",568,0,264,976,1111,444,133,0,103590.587897304,44,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"791",16,0,1129,1145,0,397,100,0,107063.375904726,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"793",862,0,255,1127,886,455,180,0,148605.32751669,14,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"795",0,0,712,1086,809,409,143,0,122195.626087667,16,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"796",0,0,650,888,676,476,0,204,117610.646858558,30,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"800",569,0,162,981,787,240,0,0,96393.2403551678,73,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
"802",197,0,999,1196,0,440,0,0,60717.8965862067,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"808",1309,0,15,1072,504,528,0,0,150824.982285656,87,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
"810",0,0,849,1075,1063,360,40,0,71646.3105529608,112,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"811",663,377,0,1309,0,484,265,0,100092.350400646,36,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"815",0,0,686,686,564,280,207,0,62833.4642363838,92,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"824",0,0,778,944,545,240,335,0,92533.6305022686,70,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"827",784,0,0,784,0,0,0,0,65557.4780427351,86,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"836",442,0,625,1067,0,436,290,0,89474.8247202164,60,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"837",338,0,1221,1559,0,812,0,0,84550.64225439,62,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"839",0,0,1099,1099,0,352,278,0,86461.5606311694,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"840",352,0,416,768,432,240,0,0,78130.1450646295,64,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"841",156,0,516,810,672,400,0,0,83376.5104548189,85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
"842",0,0,650,958,581,686,70,0,94567.3319403415,106,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"845",0,0,876,876,540,720,418,0,92405.7929245623,95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
"846",1390,0,0,1701,0,611,0,0,93583.7656793853,35,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"849",0,0,907,1307,1051,360,486,175,148217.682369507,102,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
"850",0,0,528,1094,761,512,113,0,103748.827971128,34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"853",364,0,554,918,728,240,0,126,90988.2769372458,69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
"855",306,1085,372,1779,0,454,0,312,92083.5251740108,55,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"856",659,0,381,1040,0,260,0,0,87348.2581931978,48,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"858",0,0,702,702,779,343,0,0,118749.445494687,16,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"860",619,0,435,1512,1142,619,0,222,135565.280104982,42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"861",0,0,912,912,514,216,0,0,104627.977174081,92,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"863",338,0,702,1097,0,480,0,0,103382.371945289,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
"869",0,0,0,1547,720,672,120,0,91658.0341792267,62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"870",750,0,300,1062,887,574,156,0,159794.163450471,17,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"873",0,0,105,910,0,414,196,0,72877.5970497138,57,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"874",375,0,457,1036,0,288,0,0,88885.3245650968,61,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"875",0,0,676,676,455,200,26,0,44135.605819263,69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"878",1170,0,292,1462,762,738,184,0,233629.263734063,6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"879",899,0,210,1155,0,576,192,0,100209.899113007,49,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"880",646,0,218,864,0,336,0,0,90543.6599538327,32,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"881",980,0,110,1090,0,450,0,0,86478.5070614934,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"882",902,0,254,1187,530,400,168,0,102943.921641832,20,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"883",0,0,808,808,785,389,342,0,121353.431643248,18,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"884",0,0,795,954,795,440,0,0,64841.9716336894,98,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
"886",1238,0,460,1709,0,506,97,0,192240.250631254,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"891",0,0,672,672,252,576,0,0,67900.1773470865,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"893",663,0,396,1068,0,264,192,0,85122.0909732017,47,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"897",285,0,666,951,0,327,0,0,57991.0590310865,74,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"900",465,0,447,1236,0,288,0,0,73150.5112407952,49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"902",860,0,132,1306,0,756,0,0,103249.316732463,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"908",223,0,794,1020,1037,180,0,322,135463.909705176,74,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"912",196,0,1072,1268,0,252,173,0,96573.8167183746,33,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"913",489,0,279,1015,0,450,0,120,47666.7659724291,85,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"914",284,0,717,1001,1001,871,0,0,80446.9521701259,61,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"917",50,0,430,480,0,308,0,0,19184.40082364,61,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"920",528,411,245,1414,0,601,0,190,105670.272826874,52,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"922",1084,0,188,1272,928,0,0,0,90103.9994071293,110,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"924",165,841,598,1617,0,533,0,0,116457.284916066,17,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"927",0,0,1181,1234,1140,656,104,0,156686.385327557,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"935",425,0,160,2069,0,505,0,0,155049.686376771,50,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
"936",0,0,600,747,0,528,0,0,43294.2655417744,84,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"940",0,0,1032,1207,1196,349,56,0,165481.752319047,70,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"946",1088,0,0,1188,561,456,48,0,83472.0078058691,120,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"948",1300,0,316,1629,0,808,0,0,154132.462580063,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"950",982,0,179,1381,0,676,0,0,137538.650101674,38,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"951",398,149,317,864,0,720,194,0,71270.3244733454,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"953",660,0,108,768,0,396,192,0,91115.0880869914,38,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"956",484,0,495,979,979,492,0,0,80446.9521701259,64,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"961",696,0,162,858,0,0,117,0,81436.0709367595,52,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"962",896,0,434,1542,1330,619,550,0,164126.329000881,33,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"965",624,0,193,824,1070,510,0,0,150219.842440426,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"967",428,0,300,976,332,256,0,0,106801.949135572,70,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"969",0,0,600,600,368,0,0,0,25576.1379356885,100,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"971",0,0,720,720,472,0,0,0,73675.880699648,61,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"972",567,0,197,764,862,474,0,0,114754.968293136,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"975",0,0,728,1136,883,532,509,0,112725.535193922,100,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"977",0,0,440,869,0,0,0,0,46363.3257959038,87,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"981",867,0,77,999,0,588,144,0,107647.562844695,49,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"982",854,0,371,1276,1336,676,250,0,222876.701424819,12,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"987",0,0,485,1001,634,255,394,0,63397.1097420225,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"991",1074,0,322,1407,985,870,0,0,188565.762309605,13,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"992",216,0,700,916,826,424,0,0,113552.643140542,128,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"993",536,117,169,1020,831,440,239,0,103314.346329578,46,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"995",1172,0,528,1718,0,786,216,0,223871.686699037,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"996",384,0,363,774,456,305,0,63,65938.9522430631,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"999",0,0,1007,1077,0,210,0,0,49354.3260965067,88,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1002",0,0,691,691,0,216,0,0,47065.5195814452,90,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"1005",16,0,1330,1504,0,457,156,0,122144.616526639,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1009",0,0,1710,1710,0,550,100,180,163313.07797519,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1010",0,0,1008,1008,0,0,0,0,55269.2751597119,84,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1011",0,0,720,720,551,312,0,0,82171.269272206,62,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1013",0,0,602,900,602,180,96,53,91543.0835039364,87,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
"1014",247,465,310,1022,0,280,0,0,56738.5354782725,100,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"1015",336,0,746,1082,0,240,0,0,68046.6279242353,62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1019",0,0,384,802,670,402,164,0,87964.2864996811,19,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
"1023",324,0,588,912,336,160,0,0,47749.7255762898,80,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1024",16,0,1330,1504,0,437,156,0,114351.400056278,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1029",368,41,359,968,408,240,0,0,57648.5961194259,69,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1031",0,0,686,948,980,0,0,0,86666.8472225984,94,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1032",523,0,301,1687,998,672,136,0,130747.584156313,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"1035",0,0,920,954,0,240,0,0,65960.5173287505,72,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"1037",1022,0,598,1620,0,912,228,0,210852.029325474,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"1038",0,0,1055,1055,1208,905,0,189,177243.645166868,9,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1039",0,0,546,798,546,0,0,0,65458.7171441104,40,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1041",168,682,284,1803,0,484,0,0,85714.4437132603,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"1042",400,64,336,800,832,484,0,0,104389.172489531,44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1048",686,0,304,990,0,672,0,0,85696.8930443673,16,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1049",0,0,0,1771,0,336,0,0,77729.4878640613,50,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1050",0,0,0,930,0,308,0,0,58392.654492933,64,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"1053",442,0,374,1127,850,540,0,0,90885.0551920153,46,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1054",383,0,833,1526,0,364,116,0,98281.2680664096,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"1060",297,557,0,1096,895,432,0,0,120746.432491767,78,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1062",0,0,894,894,0,1248,0,0,49302.7615633236,75,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
"1063",0,0,662,1422,915,560,0,0,50242.5599142527,110,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"1064",397,0,706,1103,0,440,166,0,59854.291363107,85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1066",1201,0,105,1306,954,533,296,0,225592.351869046,14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"1067",0,0,799,799,772,380,0,0,120120.12012012,17,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
"1070",220,0,625,893,0,576,0,0,74219.8667341059,61,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1073",0,0,810,1002,454,280,0,0,49616.8925184233,62,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"1076",410,0,390,960,780,240,0,0,121270.048231778,70,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"1077",626,0,170,1096,370,566,436,0,92567.8876552554,74,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"1081",656,0,602,1258,0,528,55,0,91096.9963121423,39,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1085",592,0,99,691,807,409,315,0,101562.711588982,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1088",0,0,1082,1082,871,1043,160,0,170057.698147586,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
"1092",510,0,90,624,628,462,0,0,95287.440519793,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1093",423,0,758,1390,304,576,342,0,81958.354348296,85,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1094",661,0,203,1200,0,884,0,0,79321.5292756206,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1095",248,240,448,936,0,308,0,160,87738.9867167255,54,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"1097",0,0,684,773,582,0,136,0,69703.6223929748,96,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1099",672,0,0,757,567,240,0,0,84905.4100665977,74,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1101",290,0,0,438,0,246,0,0,40167.9018296479,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1106",1032,0,431,1500,1122,712,186,0,223529.007187317,16,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"1107",738,0,172,1442,0,719,0,0,98904.844633079,20,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"1110",1039,0,797,1836,0,862,125,0,191091.061715588,6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"1111",219,0,554,773,885,431,224,0,112880.370824027,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1114",643,0,365,1008,0,240,0,0,73944.9783387944,57,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
"1115",415,0,418,833,0,326,0,0,63444.5510891315,56,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1118",702,0,192,894,0,450,0,0,77830.7958498225,43,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
"1119",0,0,533,1021,580,300,280,0,91770.7828047773,52,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1121",0,0,1012,1012,0,308,0,0,65093.572009764,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1124",0,0,698,698,0,0,0,0,78766.4374874841,63,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1129",0,0,847,847,1112,434,100,0,118783.874122242,6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1131",622,0,500,1328,653,576,431,0,92037.7150103287,82,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"1132",212,0,762,974,0,0,0,0,52196.4372442514,19,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1133",0,0,1008,1178,1032,205,0,0,64598.7728982033,130,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
"1136",0,0,960,986,0,180,0,0,56077.2326435467,84,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1138",0,0,780,780,240,0,0,0,63933.835281955,135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1140",645,0,270,1167,0,495,0,126,79167.857849713,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"1145",348,0,324,672,252,280,0,0,54220.7462130198,69,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1148",275,0,429,860,704,234,0,0,115749.953567354,69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1149",0,0,572,572,539,288,0,0,71154.2324290436,84,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1150",624,0,26,832,650,324,0,0,94855.2628087771,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1153",296,547,230,1811,0,470,0,0,124583.592882485,54,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
